Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
51700AAB  sbb dword ptr ds:[ecx+12F902B5],edx                               "dds"
51700B01  mov ebp,3C291B31                                                  "oo"
51701B42  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
51701E5E  xor byte ptr ds:[ebx+10B58FC3],ch                                 "und.troybin"
51702131  add dword ptr ss:[esp],office.63A0688A                            L"are cinese)"
517024E8  mov ebp,3C291B31                                                  "oo"
517027C2  mov eax,dword ptr ds:[118F054D]                                   "s/Riftwalk_Flashback.troybin"
51702ADE  imul edx,dword ptr ds:[eax+11AC6F58],FFFFFF94                     "mering.dds"
51702B42  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
517030FB  mov ecx,11ACD784                                                  "/Particles/color-voidoozebubbles-red_colorblind.dds"
51703694  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
517039E8  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
51703D1A  mov ebp,d3d9.636B141A                                             "valid ppvObj parameter passed to CStateBlockAPI::QueryInterface"
517040D7  add cl,byte ptr ds:[edi+7600B9FE]                                 L"ngPaneSizer_Visible"
51704478  adc eax,11AC62E4                                                  ".dds"
51704818  mov ebp,d3d9.636B1431                                             "passed to CStateBlockAPI::QueryInterface"
51704ED4  mov ebp,d3d9.636B1428                                             "arameter passed to CStateBlockAPI::QueryInterface"
517054BF  mov ebp,d3d9.636B141F                                             " ppvObj parameter passed to CStateBlockAPI::QueryInterface"
51705F96  mov eax,dword ptr ds:[3D8F054D]                                   "UUU"
517067A2  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
517072F6  xor byte ptr ds:[ecx+10B5942C],ch                                 "\Sejuani_Frost_Arctic_Overhead.troybin"
51707485  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
51707A0E  mov ebp,d3d9.636B141F                                             " ppvObj parameter passed to CStateBlockAPI::QueryInterface"
51707D04  mov ebp,d3d9.636B141F                                             " ppvObj parameter passed to CStateBlockAPI::QueryInterface"
51708028  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
51708689  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
517088C7  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
51708C45  xor byte ptr ds:[edx+edi*4+10B58C95],ch                           "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
517097EB  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
5170A113  mov edi,10F6D376                                                  "skn"
5170A142  cmp dword ptr ss:[ebp+2C93B93C],edi                               L"
 
L"
5170A4C1  mov ebp,d3d9.636B141F                                             " ppvObj parameter passed to CStateBlockAPI::QueryInterface"
5170A5C0  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5170ABF3  add esp,dword ptr ds:[esi+10B58C97]                               "\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
5170AE42  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
5170B1F3  test eax,11ACC949                                                 "eashthebeastflash32.tga"
5170BAA5  mov dh,byte ptr ss:[ebp+7335EE10]                                 "ialSharedConnection: SetEvent=%d"
5170BC76  add ecx,495889C8                                                  "J	"
5170C46C  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5170C759  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5170C947  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5170C9BD  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5170CA33  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5170CE61  les edi,dword ptr ds:[eax+11D77D24]                               "green.dds"
5170D4C8  mov ebp,d3d9.636B141F                                             " ppvObj parameter passed to CStateBlockAPI::QueryInterface"
5170D610  cmp dword ptr ss:[ebp+2C93B93E],edi                               L" 
L"
5170DD33  mov ebp,d3d9.636B141A                                             "valid ppvObj parameter passed to CStateBlockAPI::QueryInterface"
5170E415  xor byte ptr ss:[ebp+ebx*8+10B59249],ch                           "a_sound.troybin"
5170E797  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
5170E919  test eax,wininet.7576B8AB                                         "utodial"
PATH_INTERNET_SETTINGS="Software\Microsoft\Windows\CurrentVersion\Internet Settings"
"
5170F936  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5170FADB  or eax,kernel32.76B8B317                                          "vacyGetZonePreferenceW"
5170FCAD  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5170FD19  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5170FD77  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5170FECD  cmp dword ptr ss:[ebp+2C93B940],edi                               L" 
L"
5170FF2E  mov ebp,2C93B940                                                  L" 
L"
51710E5E  imul edi,dword ptr ds:[eax+11ACCDD1],FFFFFF94                     "lor-urfghostglow.dds"
517115E3  and byte ptr ds:[edx+10BD3D42],al                                 ".troybin"
5171210C  mov edi,10F6D376                                                  "skn"
517121DE  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
51712200  ror dword ptr ds:[10B8B317],cl                                    "Scripts\YorickBotSummonerSpellsODIN.inibin"
51712935  mov ebp,3DEEA92B                                                  "kU"
51712D7F  mov ebp,d3d9.636B1418                                             "Invalid ppvObj parameter passed to CStateBlockAPI::QueryInterface"
51712EC3  mov ebp,d3d9.636B1418                                             "Invalid ppvObj parameter passed to CStateBlockAPI::QueryInterface"
51713606  sub eax,10B58CBC                                                  "inion.troybin"
51713620  push 12299DA0                                                     "_bluemini.ini"
51713E57  mov byte ptr ds:[edx+11BD3D42],al                                 "TA/Particles/TeemoBasicAttack03.DDS"
51714286  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
517143DE  xor byte ptr ds:[ecx+11B5942C],ch                                 ".dds"
517145BB  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
51714D17  xor byte ptr ss:[ebp+ebx*8+10B59249],ch                           "a_sound.troybin"
51714E7D  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
51715607  mov ebp,d3d9.636B141F                                             " ppvObj parameter passed to CStateBlockAPI::QueryInterface"
51715703  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
51715A55  mov eax,51A72999                                                  "mp_dtor@_Locimp@locale@std@@CAXPAV123@@Z"
51715E7F  mov ebp,d3d9.636B141E                                             "d ppvObj parameter passed to CStateBlockAPI::QueryInterface"
5171607C  mov ebp,d3d9.636B141F                                             " ppvObj parameter passed to CStateBlockAPI::QueryInterface"
5171627E  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5171643D  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
51716C4E  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
51716FBF  xor byte ptr ds:[ebx+8B58FC3],ch                                  "N "
5171710B  mov dh,byte ptr ss:[ebp+7335EE08]                                 "RasAutoDialSharedConnection: SetEvent=%d"
517173DA  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
51717465  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
517178C8  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
51717DF2  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
517181B9  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5171838A  or edx,dword ptr ds:[edx+203ECD9D]                                "qq"
517184BA  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
517187B1  mov ebp,2C93B940                                                  L" 
L"
51718D8D  mov ebp,d3d9.636B1418                                             "Invalid ppvObj parameter passed to CStateBlockAPI::QueryInterface"
517198BE  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
51719C0A  xor byte ptr ds:[ecx+10B5942C],ch                                 "\Sejuani_Frost_Arctic_Overhead.troybin"
51719E02  mov ecx,11ACD784                                                  "/Particles/color-voidoozebubbles-red_colorblind.dds"
51719FCF  mov dh,byte ptr ss:[ebp+7335EE10]                                 "ialSharedConnection: SetEvent=%d"
5171B40F  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5171B564  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5171B603  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5171B7A2  mov dh,byte ptr ss:[ebp+7335EE08]                                 "RasAutoDialSharedConnection: SetEvent=%d"
5171BE8B  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5171BF95  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
5171BFDE  add dword ptr ds:[edx+11BD3D42],eax                               "TA/Particles/TeemoBasicAttack03.DDS"
5171C105  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
5171C46D  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5171C5E9  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
5171CBFE  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5171CF42  mov edi,10F6D376                                                  "skn"
5171D443  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5171D773  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
5171EF5A  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5171F43E  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5171F456  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
5171F887  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
5171F9FD  mov ebx,10B5923D                                                  "unt_lissandra_sound.troybin"
5171FF59  mov ebp,3C291B11                                                  "oo"
5171FF73  fadd dword ptr ds:[ecx+291EB8AE]                                  "nF"
51720AAE  mov ebp,d3d9.636B142A                                             "ameter passed to CStateBlockAPI::QueryInterface"
51721070  mov ebp,office.638F0246                                           "|v"
51721B46  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
51721D8B  mov ebp,d3d9.636B1425                                             "j parameter passed to CStateBlockAPI::QueryInterface"
51721F1D  sub eax,10B58CBC                                                  "inion.troybin"
